id_verdict,LABEL_party_who_pays
U.1966.808,PROC
U.1966.811,NO_COST
U.1966.814,PROC
U.1966.817,DEF
U.1966.819,PROC
U.1966.82/2,PROC
U.1966.820,PROC
U.1966.829/2,PROC
U.1966.833,PROC
U.1966.840,PROC
U.1966.842,DEF
U.1966.844,NO_COST
U.1966.847,PROC
U.1966.852,DEF
U.1966.854,PROC
U.1966.857,PROC
U.1966.864,PROC
U.1966.866/2,PROC
U.1966.875,NO_COST
U.1966.88,NO_COST
U.1966.886,PROC
U.1966.892,PROC
U.1966.90,NO_COST
U.1966.902,NO_COST
U.1966.916,DEF
U.1966.921,NO_COST
U.1966.93,NO_COST
U.1966.97,PROC
U.1967.1,DEF
U.1967.101,PROC
U.1967.106,DEF
U.1967.11,PROC
U.1967.114/2,DEF
U.1967.120,PROC
U.1967.126,PROC
U.1967.13,NO_COST
U.1967.135,PROC
U.1967.139,DEF
U.1967.142,PROC
U.1967.144,NO_COST
U.1967.147,DEF
U.1967.149,DEF
U.1967.15,PROC
U.1967.150,PROC
U.1967.153S,DEF
U.1967.156S,NO_COST
U.1967.159,DEF
U.1967.160,DEF
U.1967.162,NO_COST
U.1967.166/2,PROC
U.1967.168,NO_COST
U.1967.172,DEF
U.1967.175/2,DEF
U.1967.179/2,DEF
U.1967.2,PROC
U.1967.200,NO_COST
U.1967.206,PROC
U.1967.208,PROC
U.1967.213,NO_COST
U.1967.22,NO_COST
U.1967.226,PROC
U.1967.243,NO_COST
U.1967.244,DEF
U.1967.245,PROC
U.1967.249,NO_COST
U.1967.258,DEF
U.1967.262,PROC
U.1967.266,DEF
U.1967.267,PROC
U.1967.270,DEF
U.1967.273,PROC
U.1967.280,PROC
U.1967.291,PROC
U.1967.292,PROC
U.1967.295,DEF
U.1967.299,PROC
U.1967.30,PROC
U.1967.301,NO_COST
U.1967.308/1,PROC
U.1967.308/3,PROC
U.1967.312,DEF
U.1967.319,NO_COST
U.1967.324,DEF
U.1967.325,DEF
U.1967.329,PROC
U.1967.34,PROC
U.1967.341S,DEF
U.1967.348S,NO_COST
U.1967.35,PROC
U.1967.355S,NO_COST
U.1967.363S,NO_COST
U.1967.378,DEF
U.1967.382,PROC
U.1967.384,PROC
U.1967.387,NO_COST
U.1967.389,PROC
U.1967.39/2,DEF
U.1967.392,PROC
U.1967.395,NO_COST
U.1967.405,DEF
U.1967.41,PROC
U.1967.412,NO_COST
U.1967.419,PROC
U.1967.427,DEF
U.1967.429,DEF
U.1967.443,NO_COST
U.1967.444,NO_COST
U.1967.448,DEF
U.1967.451/2,DEF
U.1967.454,PROC
U.1967.458,NO_COST
U.1967.46,NO_COST
U.1967.462,NO_COST
U.1967.464,PROC
U.1967.469,DEF
U.1967.476,PROC
U.1967.48,PROC
U.1967.482,NO_COST
U.1967.488,DEF
U.1967.491,NO_COST
U.1967.495,PROC
U.1967.501/1,PROC
U.1967.501/2,PROC
U.1967.503,DEF
U.1967.51,PROC
U.1967.510,NO_COST
U.1967.518,DEF
U.1967.524/1,NO_COST
U.1967.524/2,PROC
U.1967.529S,DEF
U.1967.532S,DEF
U.1967.537S,PROC
U.1967.549,PROC
U.1967.563,PROC
U.1967.568/2,NO_COST
U.1967.582,DEF
U.1967.590,PROC
U.1967.606,PROC
U.1967.608/1,PROC
U.1967.608/2,DEF
U.1967.61,NO_COST
U.1967.610,PROC
U.1967.614,PROC
U.1967.620,NO_COST
U.1967.628/3,PROC
U.1967.630,PROC
U.1967.635,PROC
U.1967.64/2,NO_COST
U.1967.641/2,DEF
U.1967.642,PROC
U.1967.647,NO_COST
U.1967.649,DEF
U.1967.654,DEF
U.1967.655,NO_COST
U.1967.66,NO_COST
U.1967.663,NO_COST
U.1967.697/2,NO_COST
U.1967.699,PROC
U.1967.702,NO_COST
U.1967.708/2,PROC
U.1967.710/2,PROC
U.1967.72/2,DEF
U.1967.730,DEF
U.1967.735,PROC
U.1967.738,DEF
U.1967.740,DEF
U.1967.744/2,NO_COST
U.1967.751,PROC
U.1967.76,DEF
U.1967.761,DEF
U.1967.763,DEF
U.1967.765,PROC
U.1967.768,PROC
U.1967.769,PROC
U.1967.772,DEF
U.1967.775,DEF
U.1967.778,PROC
U.1967.779,DEF
U.1967.781,PROC
U.1967.783/1,PROC
U.1967.786,PROC
U.1967.79,PROC
U.1967.794,PROC
U.1967.797,DEF
U.1967.8,PROC
U.1967.800,DEF
U.1967.802,PROC
U.1967.803,DEF
U.1967.805,PROC
U.1967.808,PROC
U.1967.811,PROC
U.1967.820,DEF
U.1967.826,PROC
U.1967.83,DEF
U.1967.843/1,PROC
U.1967.846,PROC
U.1967.848,DEF
U.1967.856,PROC
U.1967.86,PROC
U.1967.862,DEF
U.1967.865,NO_COST
U.1967.889,NO_COST
U.1967.89,PROC
U.1967.891,DEF
U.1967.894,DEF
U.1967.897,PROC
U.1967.905,NO_COST
U.1967.907,DEF
U.1967.910,PROC
U.1967.918,PROC
U.1967.92,PROC
U.1967.939,NO_COST
U.1967.94,DEF
U.1967.940,DEF
U.1967.98,NO_COST
U.1968.1,NO_COST
U.1968.100,NO_COST
U.1968.101,PROC
U.1968.104,PROC
U.1968.108,DEF
U.1968.109,DEF
U.1968.112/2,NO_COST
U.1968.115,PROC
U.1968.122S,DEF
U.1968.126,PROC
U.1968.130,DEF
U.1968.136,NO_COST
U.1968.137,DEF
U.1968.152/2,NO_COST
U.1968.159,NO_COST
U.1968.16,PROC
U.1968.166,DEF
U.1968.171,PROC
U.1968.173,NO_COST
U.1968.177,NO_COST
U.1968.183,DEF
U.1968.189,PROC
U.1968.194,PROC
U.1968.201,DEF
U.1968.202,DEF
U.1968.204/2,PROC
U.1968.213,NO_COST
U.1968.217,PROC
U.1968.221,DEF
U.1968.222,PROC
U.1968.229,DEF
U.1968.232,NO_COST
U.1968.236,DEF
U.1968.238,PROC
U.1968.24,NO_COST
U.1968.240,NO_COST
U.1968.244/2,NO_COST
U.1968.247,PROC
U.1968.253,DEF
U.1968.256,DEF
U.1968.262,PROC
U.1968.266,DEF
U.1968.272/2,PROC
U.1968.280,PROC
U.1968.291,PROC
U.1968.294,PROC
U.1968.311,DEF
U.1968.319S,PROC
U.1968.321S,NO_COST
U.1968.328,DEF
U.1968.331,PROC
U.1968.334/2,DEF
U.1968.340/2,DEF
U.1968.348,PROC
U.1968.349,NO_COST
U.1968.35,PROC
U.1968.352/2,PROC
U.1968.360/1,NO_COST
U.1968.362,NO_COST
U.1968.375,DEF
U.1968.387,DEF
U.1968.389,PROC
U.1968.39,PROC
U.1968.391,PROC
U.1968.398/1,NO_COST
U.1968.404,DEF
U.1968.406,DEF
U.1968.409,PROC
U.1968.410,DEF
U.1968.412,DEF
U.1968.416,PROC
U.1968.418,PROC
U.1968.420,PROC
U.1968.424,PROC
U.1968.427,DEF
U.1968.431,NO_COST
U.1968.436,PROC
U.1968.437,PROC
U.1968.438,PROC
U.1968.441,DEF
U.1968.443,NO_COST
U.1968.446,NO_COST
U.1968.460,DEF
U.1968.462,PROC
U.1968.471,DEF
U.1968.481S,NO_COST
U.1968.491,NO_COST
U.1968.5,NO_COST
U.1968.50,PROC
U.1968.502,PROC
U.1968.505,PROC
U.1968.510,NO_COST
U.1968.527/1,PROC
U.1968.53,PROC
U.1968.531,PROC
U.1968.535,DEF
U.1968.54,NO_COST
U.1968.551,PROC
U.1968.553/1,DEF
U.1968.553/2,PROC
U.1968.560,PROC
U.1968.570,PROC
U.1968.576,PROC
U.1968.586,PROC
U.1968.59,PROC
U.1968.591,NO_COST
U.1968.595,PROC
U.1968.600,PROC
U.1968.603,NO_COST
U.1968.605,NO_COST
U.1968.61,PROC
U.1968.611,PROC
U.1968.619,DEF
U.1968.623,PROC
U.1968.626,NO_COST
U.1968.629,DEF
U.1968.63,DEF
U.1968.641,DEF
U.1968.643,DEF
U.1968.645,NO_COST
U.1968.651,DEF
U.1968.657,DEF
U.1968.663,PROC
U.1968.666S,DEF
U.1968.669S,PROC
U.1968.674S,DEF
U.1968.676S,DEF
U.1968.679S,NO_COST
U.1968.7,NO_COST
U.1968.70,NO_COST
U.1968.705/2,DEF
U.1968.709,DEF
U.1968.71,NO_COST
U.1968.715,PROC
U.1968.718/2,DEF
U.1968.723,DEF
U.1968.726,DEF
U.1968.73,PROC
U.1968.731,DEF
U.1968.733,PROC
U.1968.735,NO_COST
U.1968.743/1,DEF
U.1968.743/2,NO_COST
U.1968.747,PROC
U.1968.754,DEF
U.1968.757,PROC
U.1968.76,DEF
U.1968.762,DEF
U.1968.776,NO_COST
U.1968.78,DEF
U.1968.782,DEF
U.1968.785,PROC
U.1968.793,PROC
U.1968.796,PROC
U.1968.797,NO_COST
U.1968.799/2,DEF
U.1968.80,PROC
U.1968.803,NO_COST
U.1968.821,PROC
U.1968.822,PROC
U.1968.824,NO_COST
U.1968.828,NO_COST
U.1968.834/2,PROC
U.1968.836,DEF
U.1968.840,PROC
U.1968.848,DEF
U.1968.850,DEF
U.1968.859,PROC
U.1968.866,PROC
U.1968.872,PROC
U.1968.879,PROC
U.1968.893,PROC
U.1968.9,DEF
U.1968.905,PROC
U.1968.926S,PROC
U.1968.932S,PROC
U.1968.98,NO_COST
U.1969.1,PROC
U.1969.1004S,DEF
U.1969.1009S,PROC
U.1969.101,PROC
U.1969.1012S,PROC
U.1969.1014S,PROC
U.1969.1016S,PROC
U.1969.1017S,DEF
U.1969.108,PROC
U.1969.11,PROC
U.1969.117,PROC
U.1969.125/2,PROC
U.1969.129,PROC
U.1969.130,NO_COST
U.1969.132/2,PROC
U.1969.137,PROC
U.1969.142,PROC
U.1969.144,NO_COST
U.1969.148,NO_COST
U.1969.152,DEF
U.1969.156,PROC
U.1969.159,NO_COST
U.1969.162,PROC
U.1969.163,PROC
U.1969.166,DEF
U.1969.17,PROC
U.1969.171/3,PROC
U.1969.177,NO_COST
U.1969.187/2,PROC
U.1969.198,PROC
U.1969.20,PROC
U.1969.200,DEF
U.1969.202,DEF
U.1969.206/2,PROC
U.1969.215,PROC
U.1969.240,NO_COST
U.1969.243,PROC
U.1969.244,NO_COST
U.1969.249,PROC
U.1969.25,DEF
U.1969.251,DEF
U.1969.267S,PROC
U.1969.273S,PROC
U.1969.275,DEF
U.1969.280,NO_COST
U.1969.285,NO_COST
U.1969.288,NO_COST
U.1969.293,NO_COST
U.1969.296,PROC
U.1969.298,DEF
U.1969.303,NO_COST
U.1969.306,PROC
U.1969.309,DEF
U.1969.312/2,DEF
U.1969.314,DEF
U.1969.319,PROC
U.1969.322,DEF
U.1969.326,DEF
U.1969.332,PROC
U.1969.334,NO_COST
U.1969.34,PROC
U.1969.344,PROC
U.1969.346,DEF
U.1969.348,PROC
U.1969.351,DEF
U.1969.353,NO_COST
U.1969.356,PROC
U.1969.357,DEF
U.1969.359,NO_COST
U.1969.362,NO_COST
U.1969.366,DEF
U.1969.378,DEF
U.1969.387,PROC
U.1969.391,PROC
U.1969.395,DEF
U.1969.401,PROC
U.1969.402,DEF
U.1969.403,DEF
U.1969.405,PROC
U.1969.412,PROC
U.1969.42,NO_COST
U.1969.425,DEF
U.1969.428,NO_COST
U.1969.434,PROC
U.1969.436,NO_COST
U.1969.438,DEF
U.1969.441,DEF
U.1969.446,DEF
U.1969.450/2,PROC
U.1969.457/2,DEF
U.1969.464/2,NO_COST
U.1969.47,NO_COST
U.1969.478,DEF
U.1969.482,NO_COST
U.1969.488,DEF
U.1969.498,NO_COST
U.1969.502/2,NO_COST
U.1969.52,PROC
U.1969.535,PROC
U.1969.539,PROC
U.1969.541,DEF
U.1969.545,NO_COST
U.1969.548,DEF
U.1969.55,DEF
U.1969.559,PROC
U.1969.56,PROC
U.1969.570,DEF
U.1969.577,NO_COST
U.1969.582S,DEF
U.1969.587S,DEF
U.1969.59,PROC
U.1969.593S,PROC
U.1969.604S,PROC
U.1969.613S,NO_COST
U.1969.618S,PROC
U.1969.620S,NO_COST
U.1969.633,PROC
U.1969.65,DEF
U.1969.651,NO_COST
U.1969.654,NO_COST
U.1969.658,NO_COST
U.1969.662,PROC
U.1969.667,PROC
U.1969.670,DEF
U.1969.675,DEF
U.1969.677,PROC
U.1969.680/1,PROC
U.1969.688,DEF
U.1969.689,NO_COST
U.1969.693,PROC
U.1969.715,NO_COST
U.1969.719S,DEF
U.1969.721S,DEF
U.1969.73/2,PROC
U.1969.731S,DEF
U.1969.733S,DEF
U.1969.734/1S,NO_COST
U.1969.734/2S,NO_COST
U.1969.738S,NO_COST
U.1969.746S,DEF
U.1969.747,DEF
U.1969.752,DEF
U.1969.758,DEF
U.1969.767,DEF
U.1969.772,PROC
U.1969.776/2,DEF
U.1969.781,PROC
U.1969.785,PROC
U.1969.794/2,PROC
U.1969.798,PROC
U.1969.808,NO_COST
U.1969.812,PROC
U.1969.815,PROC
U.1969.817/3,PROC
U.1969.821,PROC
U.1969.824,PROC
U.1969.827,PROC
U.1969.828,PROC
U.1969.831,PROC
U.1969.833,PROC
U.1969.837,NO_COST
U.1969.851,PROC
U.1969.866,NO_COST
U.1969.869,PROC
U.1969.874,PROC
U.1969.877,PROC
U.1969.882,PROC
U.1969.898,NO_COST
U.1969.907/2,DEF
U.1969.917,PROC
U.1969.921,DEF
U.1969.923,NO_COST
U.1969.929,DEF
U.1969.935,DEF
U.1969.939,NO_COST
U.1969.941,DEF
U.1969.942,NO_COST
U.1969.944,PROC
U.1969.946,NO_COST
U.1969.948/2,NO_COST
U.1969.955,NO_COST
U.1969.96,PROC
U.1969.963,DEF
U.1969.967,PROC
U.1969.976,NO_COST
U.1969.981,PROC
U.1969.986,PROC
U.1969.988,PROC
U.1969.99,PROC
U.1969.991,PROC
U.1969.994,PROC
U.1969.996,NO_COST
U.1970.10,NO_COST
U.1970.123,PROC
U.1970.126/2,DEF
U.1970.130,DEF
U.1970.135/2,DEF
U.1970.143,PROC
U.1970.146,DEF
U.1970.153,DEF
U.1970.156,DEF
U.1970.157,PROC
U.1970.16,NO_COST
U.1970.160,DEF
U.1970.161,PROC
U.1970.166,PROC
U.1970.167,NO_COST
U.1970.171,DEF
U.1970.179,NO_COST
U.1970.181,PROC
U.1970.184,PROC
U.1970.189,DEF
U.1970.192,PROC
U.1970.198,NO_COST
U.1970.2,NO_COST
U.1970.202,DEF
U.1970.21,DEF
U.1970.218,NO_COST
U.1970.220,PROC
U.1970.225,PROC
U.1970.228,DEF
U.1970.23,NO_COST
U.1970.232,PROC
U.1970.236,NO_COST
U.1970.242/2,NO_COST
U.1970.246,NO_COST
U.1970.258,DEF
U.1970.26,PROC
U.1970.263/2,NO_COST
U.1970.269,NO_COST
U.1970.283S,DEF
U.1970.286S,PROC
U.1970.290S,PROC
U.1970.294,PROC
U.1970.298,PROC
U.1970.305,DEF
U.1970.307,PROC
U.1970.308,PROC
U.1970.313,PROC
U.1970.314,PROC
U.1970.324,PROC
U.1970.327,DEF
U.1970.330,DEF
U.1970.331,NO_COST
U.1970.337,PROC
U.1970.34,PROC
U.1970.340/2,PROC
U.1970.344,DEF
U.1970.346,DEF
U.1970.348,PROC
U.1970.35,PROC
U.1970.380,DEF
U.1970.389,DEF
U.1970.396,DEF
U.1970.399,PROC
U.1970.41,NO_COST
U.1970.423/2,DEF
U.1970.43,PROC
U.1970.446/2,PROC
U.1970.448,PROC
U.1970.451/2,PROC
U.1970.458,DEF
U.1970.460,NO_COST
U.1970.463,PROC
U.1970.465,DEF
U.1970.467,PROC
U.1970.47/2,PROC
U.1970.476,DEF
U.1970.477,DEF
U.1970.480,PROC
U.1970.490,DEF
U.1970.491,NO_COST
U.1970.498,PROC
U.1970.5,DEF
U.1970.502,PROC
U.1970.508,DEF
U.1970.51,NO_COST
U.1970.510,DEF
U.1970.515,NO_COST
U.1970.518,PROC
U.1970.523,PROC
U.1970.536,PROC
U.1970.54,PROC
U.1970.540/2,DEF
U.1970.545,DEF
U.1970.547/2,PROC
U.1970.549,NO_COST
U.1970.554,DEF
U.1970.556/2,PROC
U.1970.56,PROC
U.1970.574,PROC
U.1970.576,PROC
U.1970.578,NO_COST
U.1970.580,PROC
U.1970.583/2,PROC
U.1970.585,NO_COST
U.1970.588,PROC
U.1970.590,PROC
U.1970.592,PROC
U.1970.595,NO_COST
U.1970.598,DEF
U.1970.599,PROC
U.1970.603,PROC
U.1970.605,PROC
U.1970.608,PROC
U.1970.611,DEF
U.1970.613,DEF
U.1970.615,PROC
U.1970.622,PROC
U.1970.624,NO_COST
U.1970.626,DEF
U.1970.629,NO_COST
U.1970.632,PROC
U.1970.633,PROC
U.1970.635,PROC
U.1970.637/3,PROC
U.1970.639,PROC
U.1970.64/2,PROC
U.1970.642,NO_COST
U.1970.649,DEF
U.1970.652,NO_COST
U.1970.677,PROC
U.1970.682/2,DEF
U.1970.699/2,PROC
U.1970.71,PROC
U.1970.711,PROC
U.1970.716,NO_COST
U.1970.719S,NO_COST
U.1970.721S,PROC
U.1970.723S,NO_COST
U.1970.726S,DEF
U.1970.731,DEF
U.1970.738,DEF
U.1970.740,DEF
U.1970.742,DEF
U.1970.745,PROC
U.1970.750,DEF
U.1970.752,DEF
U.1970.754,PROC
U.1970.755,DEF
U.1970.76,NO_COST
U.1970.763,PROC
U.1970.767,PROC
U.1970.771,PROC
U.1970.780,PROC
U.1970.784,NO_COST
U.1970.787,PROC
U.1970.79/2,NO_COST
U.1970.795,PROC
U.1970.8,NO_COST
U.1970.807,PROC
U.1970.812,PROC
U.1970.813,NO_COST
U.1970.817,PROC
U.1970.82,DEF
U.1970.827,PROC
U.1970.828,NO_COST
U.1970.831,PROC
U.1970.850,DEF
U.1970.852,DEF
U.1970.854,PROC
U.1970.859,PROC
U.1970.86,DEF
U.1970.871,NO_COST
U.1970.879,NO_COST
U.1970.887S,NO_COST
U.1970.89,NO_COST
U.1970.891S,PROC
U.1970.906,NO_COST
U.1970.92,DEF
U.1970.930/2,NO_COST
U.1970.938,DEF
U.1970.940,NO_COST
U.1970.96,PROC
U.1971.1,PROC
U.1971.10,DEF
U.1971.106/2,PROC
U.1971.108,PROC
U.1971.12,DEF
U.1971.126,NO_COST
U.1971.13,PROC
U.1971.131/2,DEF
U.1971.133,DEF
U.1971.138,PROC
U.1971.151,NO_COST
U.1971.155/2,PROC
U.1971.158,PROC
U.1971.16,NO_COST
U.1971.161,DEF
U.1971.162,PROC
U.1971.174,NO_COST
U.1971.187,NO_COST
U.1971.19,PROC
U.1971.197/2,NO_COST
U.1971.199,NO_COST
U.1971.202,NO_COST
U.1971.211,PROC
U.1971.220/2,PROC
U.1971.226S,PROC
U.1971.236S,PROC
U.1971.237S,PROC
U.1971.240,DEF
U.1971.242,PROC
U.1971.244,DEF
U.1971.246,DEF
U.1971.248,PROC
U.1971.253,NO_COST
U.1971.259,NO_COST
U.1971.262,DEF
U.1971.267,PROC
U.1971.271,DEF
U.1971.275,PROC
U.1971.276/2,NO_COST
U.1971.278,DEF
U.1971.284,DEF
U.1971.295,NO_COST
U.1971.299,NO_COST
U.1971.3,DEF
U.1971.307/2,NO_COST
U.1971.308,NO_COST
U.1971.313/2,PROC
U.1971.318,PROC
U.1971.32,NO_COST
U.1971.324,NO_COST
U.1971.329,NO_COST
U.1971.331,PROC
U.1971.337,DEF
U.1971.348,PROC
U.1971.35,PROC
U.1971.351,PROC
U.1971.357,PROC
U.1971.36,NO_COST
U.1971.364,NO_COST
U.1971.373,DEF
U.1971.380/1,NO_COST
U.1971.386,NO_COST
U.1971.389,NO_COST
U.1971.396,DEF
U.1971.401/2,DEF
U.1971.408,PROC
U.1971.412,NO_COST
U.1971.415,NO_COST
U.1971.422,PROC
U.1971.425,DEF
U.1971.427,PROC
U.1971.429,PROC
U.1971.435,DEF
U.1971.436,DEF
U.1971.438,PROC
U.1971.439,PROC
U.1971.448,PROC
U.1971.45/2,DEF
U.1971.456,PROC
U.1971.457,DEF
U.1971.468,PROC
U.1971.473,PROC
U.1971.476,PROC
U.1971.480,PROC
U.1971.481/2,PROC
U.1971.485,PROC
U.1971.489/2S,NO_COST
U.1971.49,PROC
U.1971.499S,DEF
U.1971.500S,DEF
U.1971.503S,DEF
U.1971.506S,NO_COST
U.1971.509,DEF
U.1971.514,NO_COST
U.1971.52,DEF
U.1971.529,NO_COST
U.1971.53,PROC
U.1971.538,NO_COST
U.1971.540,DEF
U.1971.546,PROC
U.1971.556,DEF
U.1971.564/2,PROC
U.1971.57,DEF
U.1971.570,NO_COST
U.1971.575,DEF
U.1971.581/2,PROC
U.1971.584,NO_COST
U.1971.588,PROC
U.1971.591,PROC
U.1971.597/2,NO_COST
U.1971.598,DEF
U.1971.600,DEF
U.1971.605,PROC
U.1971.609,DEF
U.1971.61,PROC
U.1971.611,PROC
U.1971.614,DEF
U.1971.637,DEF
U.1971.639,NO_COST
U.1971.642,NO_COST
U.1971.66,DEF
U.1971.664,NO_COST
U.1971.681,PROC
U.1971.684,PROC
U.1971.709,NO_COST
U.1971.73,NO_COST
U.1971.731S,DEF
U.1971.734S,DEF
U.1971.735S,PROC
U.1971.736S,DEF
U.1971.737S,NO_COST
U.1971.747S,DEF
U.1971.754,DEF
U.1971.759,PROC
U.1971.76,PROC
U.1971.760,DEF
U.1971.761,DEF
U.1971.763,DEF
U.1971.766,DEF
U.1971.767,PROC
U.1971.774/2,DEF
U.1971.78,NO_COST
U.1971.783,PROC
U.1971.801,PROC
U.1971.804/2,PROC
U.1971.805,NO_COST
U.1971.809,DEF
U.1971.81,DEF
U.1971.815,DEF
U.1971.817,NO_COST
U.1971.820,PROC
U.1971.839,NO_COST
U.1971.848/2,PROC
U.1971.853/2,NO_COST
U.1971.86,PROC
U.1971.866,PROC
U.1971.87,PROC
U.1971.872,NO_COST
U.1971.879,NO_COST
U.1971.881S,DEF
U.1971.883S,DEF
U.1971.884S,PROC
U.1971.887S,PROC
U.1971.901,PROC
U.1971.904,PROC
U.1971.909,NO_COST
U.1971.91,PROC
U.1971.928,NO_COST
U.1971.95,PROC
U.1971.98,PROC
U.1972.1,NO_COST
U.1972.1003/2,PROC
U.1972.1007/2,DEF
U.1972.101,PROC
U.1972.1011,PROC
U.1972.1014,PROC
U.1972.1025,PROC
U.1972.1028S,DEF
U.1972.1032S,PROC
U.1972.1044,DEF
U.1972.1048/2,PROC
U.1972.1056,NO_COST
U.1972.107,PROC
U.1972.109,DEF
U.1972.11/2,PROC
U.1972.116,NO_COST
U.1972.118,NO_COST
U.1972.121,PROC
U.1972.126,PROC
U.1972.130,DEF
U.1972.137,DEF
U.1972.157/2,DEF
U.1972.17,PROC
U.1972.170,DEF
U.1972.18,NO_COST
U.1972.183/2,NO_COST
U.1972.189,PROC
U.1972.192,PROC
U.1972.2,PROC
U.1972.20,DEF
U.1972.202,NO_COST
U.1972.207,PROC
U.1972.208,NO_COST
U.1972.219,DEF
U.1972.220,PROC
U.1972.221,PROC
U.1972.229,NO_COST
U.1972.232,NO_COST
U.1972.234,PROC
U.1972.236/2,PROC
U.1972.241,PROC
U.1972.242,PROC
U.1972.246,NO_COST
U.1972.248,PROC
U.1972.250,DEF
U.1972.252,DEF
U.1972.256,PROC
U.1972.263,PROC
U.1972.266,DEF
U.1972.268,PROC
U.1972.275S,NO_COST
U.1972.277S,NO_COST
U.1972.28,DEF
U.1972.280S,DEF
U.1972.281S,DEF
U.1972.283S,NO_COST
U.1972.287,PROC
U.1972.290,NO_COST
U.1972.294,DEF
U.1972.297,PROC
U.1972.305,NO_COST
U.1972.307,NO_COST
U.1972.309,NO_COST
U.1972.31,NO_COST
U.1972.314,NO_COST
U.1972.319,DEF
U.1972.321,DEF
U.1972.323,PROC
U.1972.335,NO_COST
U.1972.339,DEF
U.1972.341,DEF
U.1972.343,PROC
U.1972.345/2,PROC
U.1972.348,DEF
U.1972.352,DEF
U.1972.357,PROC
U.1972.359,PROC
U.1972.36,PROC
U.1972.369/2,PROC
U.1972.375,DEF
U.1972.376,DEF
U.1972.385,PROC
U.1972.387,DEF
U.1972.393,PROC
U.1972.395,PROC
U.1972.398,DEF
U.1972.403,PROC
U.1972.405,NO_COST
U.1972.406,PROC
U.1972.409,PROC
U.1972.412,PROC
U.1972.420,NO_COST
U.1972.431/2,NO_COST
U.1972.435,DEF
U.1972.449,PROC
U.1972.455/3,PROC
U.1972.461/2,NO_COST
U.1972.467,NO_COST
U.1972.474,PROC
U.1972.478,NO_COST
U.1972.485,NO_COST
U.1972.494,NO_COST
U.1972.497/2,DEF
U.1972.5,PROC
U.1972.50,PROC
U.1972.520,DEF
U.1972.524,PROC
U.1972.529/2,NO_COST
U.1972.530,PROC
U.1972.536,PROC
U.1972.537,DEF
U.1972.550,PROC
U.1972.559,PROC
U.1972.56,PROC
U.1972.565,NO_COST
U.1972.568,PROC
U.1972.572,PROC
U.1972.573,DEF
U.1972.579,PROC
U.1972.58,PROC
U.1972.583,PROC
U.1972.585,PROC
U.1972.597,NO_COST
U.1972.60,PROC
U.1972.601,PROC
U.1972.603,DEF
U.1972.604,PROC
U.1972.607,PROC
U.1972.61,PROC
U.1972.611,PROC
U.1972.613,DEF
U.1972.62,DEF
U.1972.622,PROC
U.1972.628,PROC
U.1972.633S,DEF
U.1972.639S,PROC
U.1972.648,DEF
U.1972.649,DEF
U.1972.658,DEF
U.1972.665,PROC
U.1972.678,NO_COST
U.1972.682,NO_COST
U.1972.685/2,PROC
U.1972.7,PROC
U.1972.702,DEF
U.1972.710,PROC
U.1972.716,NO_COST
U.1972.719,PROC
U.1972.725,PROC
U.1972.730,PROC
U.1972.735,PROC
U.1972.738,DEF
U.1972.739,PROC
U.1972.746,DEF
U.1972.751,NO_COST
U.1972.754,PROC
U.1972.758,DEF
U.1972.761,DEF
U.1972.763/2,NO_COST
U.1972.768,PROC
U.1972.769,PROC
U.1972.771,PROC
U.1972.772,NO_COST
U.1972.774,NO_COST
U.1972.776/2,DEF
U.1972.778,PROC
U.1972.787,NO_COST
U.1972.8,NO_COST
U.1972.812,NO_COST
U.1972.814,NO_COST
U.1972.82,NO_COST
U.1972.827,NO_COST
U.1972.838,NO_COST
U.1972.840/2,NO_COST
U.1972.844,PROC
U.1972.847S,PROC
U.1972.862S,NO_COST
U.1972.865S,DEF
U.1972.875,DEF
U.1972.876,DEF
U.1972.878,PROC
U.1972.881,DEF
U.1972.882,DEF
U.1972.884,DEF
U.1972.886,DEF
U.1972.89,PROC
U.1972.893,PROC
U.1972.894,PROC
U.1972.896,DEF
U.1972.897,PROC
U.1972.899,DEF
U.1972.90,PROC
U.1972.900,DEF
U.1972.903,NO_COST
U.1972.909,DEF
U.1972.913,PROC
U.1972.916/2,NO_COST
U.1972.918,PROC
U.1972.925,DEF
U.1972.93,PROC
U.1972.935,DEF
U.1972.938,NO_COST
U.1972.944,NO_COST
U.1972.948/1,PROC
U.1972.948/2,PROC
U.1972.949,NO_COST
U.1972.959/2,PROC
U.1972.963,DEF
U.1972.966,DEF
U.1972.968,NO_COST
U.1972.970,PROC
U.1972.974,NO_COST
U.1972.979,PROC
U.1972.985,PROC
U.1972.992,PROC
U.1972.999,NO_COST
U.1973.1,NO_COST
U.1973.103,NO_COST
U.1973.107/2,DEF
U.1973.109,PROC
U.1973.11,NO_COST
U.1973.113,DEF
U.1973.118,NO_COST
U.1973.123,NO_COST
U.1973.128,PROC
U.1973.129,DEF
U.1973.131,PROC
U.1973.135,NO_COST
U.1973.139,DEF
U.1973.14,PROC
U.1973.141,PROC
U.1973.147,PROC
U.1973.148,DEF
U.1973.150,PROC
U.1973.151,NO_COST
U.1973.159,PROC
U.1973.160,PROC
U.1973.170,PROC
U.1973.173,PROC
U.1973.181,NO_COST
U.1973.187/2,NO_COST
U.1973.197,PROC
U.1973.229,DEF
U.1973.23,PROC
U.1973.240,DEF
U.1973.243S,NO_COST
U.1973.249S,PROC
U.1973.251S,PROC
