word,index,count
cyklede,3683,411
cyklen,3684,1568
cyklende,3685,346
cykler,3686,1399
cyklist,3687,662
cyklisten,3688,582
cyklister,3689,320
d,3690,152224
da,3691,318585
daarlig,3692,498
daarlige,3693,431
daarligt,3694,432
daaser,3695,269
dab,3696,352
dag,3697,49970
dagblad,3698,551
dagblade,3699,378
dagbladet,3700,881
dagbog,3701,254
dagbogen,3702,636
dagbøder,3703,2026
dage,3704,66006
dagen,3705,9587
dagene,3706,1570
dagens,3707,714
dages,3708,4849
daginstitutioner,3709,203
daglig,3710,4697
dagligdagen,3711,234
daglige,3712,4992
dagligt,3713,2611
dagmar,3714,378
dagny,3715,243
dagpenge,3716,2395
dagpengelovens,3717,355
dags,3718,2666
dagsorden,3719,521
dagsordenen,3720,609
dagspressen,3721,508
dagældende,3722,8142
dahetra,3723,219
dahl,3724,5461
daimlerchrysler,3725,206
dalby,3726,310
dalgaard,3727,503
dalgas,3728,304
dall,3729,394
dalsgaard,3730,518
dalum,3731,208
dam,3732,1648
damage,3733,345
dambrug,3734,799
dambruget,3735,329
dame,3736,1175
damen,3737,292
damer,3738,329
damerne,3739,220
damgaard,3740,944
damkjær,3741,302
damm,3742,755
damp,3743,314
damper,3744,1167
damperen,3745,887
dampskib,3746,642
dampskibet,3747,996
dampskibs,3748,241
dampskibsselskab,3749,771
dampskibsselskabet,3750,909
dampspærre,3751,255
damsgaard,3752,344
dan,3753,3204
dana,3754,583
danavl,3755,356
danbeton,3756,205
danfoss,3757,364
dania,3758,441
danica,3759,2468
daniel,3760,407
danielsen,3761,1284
danisco,3762,834
daniscos,3763,319
danish,3764,1591
dankort,3765,467
danmark,3766,64976
danmarks,3767,8951
danne,3768,3994
dannebrog,3769,202
dannede,3770,1201
dannelse,3771,418
dannelsen,3772,329
danner,3773,1715
dannes,3774,486
dannet,3775,1595
dans,3776,353
dansikring,3777,329
dansk,3778,45266
danske,3779,44407
dansker,3780,208
danskere,3781,438
danzig,3782,300
das,3783,325
dass,3784,206
data,3785,4022
database,3786,495
databasen,3787,342
date,3788,580
daterede,3789,381
dateret,3790,8208
datering,3791,265
dato,3792,19511
datoen,3793,1825
datoer,3794,653
datter,3795,5738
datteren,3796,1860
datterens,3797,356
datters,3798,281
datterselskab,3799,1957
datterselskaber,3800,1243
datterselskaberne,3801,418
datterselskabet,3802,1082
datum,3803,226
daugaard,3804,979
david,3805,1176
davidsen,3806,685
daværende,3807,11931
day,3808,376
days,3809,343
db,3810,1775
dbi,3811,396
dbsa,3812,240
dbu,3813,857
dc,3814,295
dcf,3815,261
dd,3816,286
ddr,3817,202
de,3818,1098109
debat,3819,917
debatten,3820,301
debet,3821,293
debitere,3822,242
debiterede,3823,370
debiteres,3824,209
debiteret,3825,1052
debitor,3826,4252
debitorer,3827,1352
debitorerne,3828,451
debitors,3829,1049
debitorskifte,3830,239
debra,3831,226
dec,3832,1169
decbr,3833,1175
december,3834,108315
decideret,3835,318
decision,3836,1053
declaration,3837,341
deel,3838,247
deels,3839,246
def,3840,2648
defekt,3841,1078
defekte,3842,599
defensor,3843,2139
definere,3844,205
definerede,3845,209
definerer,3846,287
defineres,3847,500
defineret,3848,1464
definition,3849,1262
definitionen,3850,678
definitioner,3851,245
definitivt,3852,498
deg,3853,248
degenerative,3854,293
degn,3855,315
dei,3856,228
deklaration,3857,2844
deklarationen,3858,3061
deklarationens,3859,594
deklarationer,3860,357
dekort,3861,323
dekret,3862,828
dekreteret,3863,265
del,3864,75768
delafgørelse,3865,262
delbud,3866,304
deldom,3867,245
dele,3868,9548
delegation,3869,246
delegerede,3870,206
delen,3871,431
delene,3872,341
deler,3873,472
deles,3874,1620
deleuran,3875,359
deling,3876,1781
delingen,3877,497
delivery,3878,469
dellgren,3879,335
deloitte,3880,960
delområde,3881,221
dels,3882,51036
delsey,3883,223
delt,3884,1886
deltage,3885,6956
deltagelse,3886,5182
deltagelsen,3887,200
deltagende,3888,690
deltager,3889,2833
deltagere,3890,1715
deltagerne,3891,1437
deltaget,3892,19374
delte,3893,863
deltid,3894,726
deltidsansatte,3895,214
deltog,3896,13904
delvis,3897,10303
delvise,3898,1319
delvist,3899,4684
dem,3900,75645
demens,3901,534
demokratisk,3902,385
demokratiske,3903,206
demonstranter,3904,211
demonstranterne,3905,217
demonstration,3906,543
demonstrationen,3907,552
demonstrationer,3908,225
demonstreret,3909,203
demurrage,3910,263
den,3911,1651797
dencker,3912,301
dende,3913,504
dengang,3914,6692
denmark,3915,2594
denne,3916,304105
dennes,3917,24212
dennis,3918,359
dens,3919,20217
denunciation,3920,200
departement,3921,214
departementet,3922,767
departementschef,3923,203
deponere,3924,512
deponerede,3925,2255
deponeres,3926,434
deponeret,3927,1599
deponering,3928,1411
deponeringen,3929,468
deposita,3930,252
depositum,3931,2152
depot,3932,1286
depoter,3933,212
depotet,3934,894
depression,3935,1127
depressiv,3936,356
depressive,3937,261
deprimeret,3938,305
der,3939,1612847
deraf,3940,10457
derefter,3941,41495
deres,3942,107409
derfor,3943,162604
derfra,3944,3178
derhen,3945,2490
derhjemme,3946,293
derhos,3947,18962
deri,3948,4077
deriblandt,3949,1466
derigennem,3950,1057
derimod,3951,25464
dermed,3952,23538
derned,3953,233
dernæst,3954,7218
derom,3955,4294
derover,3956,1480
derpaa,3957,6307
derpå,3958,2798
dersom,3959,3074
dersteds,3960,320
dertil,3961,10041
derud,3962,299
derude,3963,266
derudover,3964,5333
derunder,3965,8013
derved,3966,18604
derværende,3967,545
des,3968,880
desangaaende,3969,418
desangående,3970,233
described,3971,245
design,3972,2585
designer,3973,349
designet,3974,847
designs,3975,242
deslige,3976,265
destination,3977,271
desto,3978,1180
destrueret,3979,264
destruktion,3980,328
desuagtet,3981,2171
desuden,3982,14116
desværre,3983,1275
det,3984,1575987
detail,3985,411
detailhandel,3986,451
detailhandler,3987,796
detaillerede,3988,228
detailleret,3989,233
detaillist,3990,238
detailsalg,3991,270
detaljer,3992,1334
detaljerede,3993,859
detaljeret,3994,1140
detaljerne,3995,280
detention,3996,258
dets,3997,11730
dette,3998,203931
dettes,3999,4027
deutsche,4000,806
development,4001,790
df,4002,311
dfds,4003,811
dfim,4004,224
dhl,4005,298
di,4006,626
diabetes,4007,272
diagnose,4008,1243
diagnosen,4009,1477
diagnoser,4010,380
diagnosticeret,4011,463
diagnosticering,4012,312
dialog,4013,1978
dialogen,4014,258
diameter,4015,764
diana,4016,220
did,4017,362
die,4018,2032
diesel,4019,877
dieselolie,4020,255
dietrichson,4021,285
difference,4022,1055
differencen,4023,2131
differencer,4024,200
different,4025,301
difko,4026,586
difo,4027,213
dig,4028,4824
dige,4029,345
diget,4030,397
digital,4031,1345
digitale,4032,1083
digitalt,4033,433
dikteret,4034,296
diligence,4035,489
dimension,4036,272
dimensioner,4037,896
din,4038,5937
dine,4039,1192
dinesen,4040,442
direct,4041,290
director,4042,242
direkte,4043,26512
direktion,4044,1303
direktionen,4045,2028
direktionens,4046,321
direktiv,4047,4192
direktiver,4048,451
direktivet,4049,1890
direktivets,4050,1697
direktivs,4051,256
direktorat,4052,224
direktoratet,4053,7294
direktoratets,4054,1212
direktør,4055,34054
direktøren,4056,2381
direktørens,4057,317
direktører,4058,935
direktørerne,4059,499
dirigent,4060,211
dirigenten,4061,270
dis,4062,684
disciplinær,4063,251
disciplinære,4064,258
disciplinærnævnet,4065,504
discount,4066,216
disken,4067,226
diskonteret,4068,310
diskontering,4069,249
diskonto,4070,1349
diskontobank,4071,229
diskontoen,4072,305
diskotek,4073,345
diskoteket,4074,414
diskrimination,4075,515
diskriminerende,4076,259
diskusprolaps,4077,384
diskussion,4078,1267
diskussionen,4079,330
diskussioner,4080,313
diskutere,4081,419
diskuterede,4082,709
diskuteres,4083,207
diskuteret,4084,972
dispensation,4085,4745
dispensationen,4086,421
dispensationer,4087,502
dispensere,4088,520
display,4089,401
disponent,4090,506
disponere,4091,3073
disponerede,4092,572
disponerer,4093,307
disponeres,4094,225
disponeret,4095,1327
disponibel,4096,315
disponible,4097,266
disposition,4098,5790
dispositionen,4099,1330
dispositioner,4100,5667
dispositionerne,4101,579
dispositionsret,4102,513
disput,4103,321
dispute,4104,220
disputen,4105,272
disse,4106,117132
dissens,4107,5748
dissensen,4108,261
disses,4109,4621
distribution,4110,1089
distributionsaftalen,4111,201
distributør,4112,322
distributører,4113,210
distrikt,4114,1413
distrikter,4115,888
distriktet,4116,541
distriktstoldkammer,4117,221
dit,4118,1814
ditlev,4119,235
diverse,4120,3061
dividende,4121,1980
dividenden,4122,354
division,4123,490
diæter,4124,233
dje,4125,210
djurhuus,4126,234
djurs,4127,414
djøf,4128,354
dk,4129,7008
dka,4130,206
dkk,4131,4276
dkr,4132,349
dl,4133,664
dlg,4134,779
dlr,4135,330
dm,4136,2136
dmi,4137,283
dmk,4138,278
dna,4139,1365
do,4140,1283
dobbelt,4141,1784
dobbeltbeskatning,4142,356
dobbeltbeskatningsoverenskomst,4143,398
dobbeltbeskatningsoverenskomsten,4144,344
dobbelte,4145,898
dobbeltstraf,4146,217
document,4147,389
documents,4148,284
does,4149,568
dog,4150,79828
dok,4151,259
dokument,4152,4335
dokumentation,4153,11856
dokumentationen,4154,845
dokumenter,4155,8304
dokumentere,4156,2796
dokumenterede,4157,1301
dokumenterer,4158,1354
dokumenteres,4159,1034
dokumenteret,4160,9924
dokumenterne,4161,2282
dokumentet,4162,4010
dokumentets,4163,486
dokumentfalsk,4164,1254
doll,4165,420
dollar,4166,301
dollars,4167,1425
dom,4168,188931
domestic,4169,290
domfældelse,4170,2958
domfældelsen,4171,242
domfældt,4172,376
domfældte,4173,4013
domfældtes,4174,785
domicil,4175,353
dominerende,4176,1748
domme,4177,4732
dommen,4178,58012
dommene,4179,820
dommens,4180,5293
dommer,4181,6779
dommere,4182,28567
dommeren,4183,4542
dommerens,4184,905
dommeres,4185,453
dommerfuldmægtig,4186,426
dommerkontoret,4187,370
dommerne,4188,2243
doms,4189,5004
domsafsigelsen,4190,850
domsbeløbet,4191,217
domsforhandlet,4192,238
domsforhandling,4193,1831
domsforhandlingen,4194,14428
domsforhandlingens,4195,452
domsforordningens,4196,240
domskonventionen,4197,381
domskonventionens,4198,557
domsmand,4199,208
domsmandsret,4200,209
domsmandsretten,4201,308
domsmandsrettens,4202,243
domsmænd,4203,4068
domspraksis,4204,426
domstol,4205,1772
domstole,4206,3078
domstolen,4207,5922
domstolene,4208,8887
domstolenes,4209,1457
domstolens,4210,4408
domstoles,4211,221
domstolsprøvelse,4212,1000
domstolsstyrelsen,4213,627
domus,4214,209
domænenavn,4215,301
domænenavne,4216,422
domænenavnet,4217,665
domænet,4218,344
donatzsky,4219,206
dong,4220,856
donor,4221,442
dorn,4222,351
dorte,4223,814
dorthe,4224,920
dorthea,4225,376
doser,4226,346
dosis,4227,583
down,4228,246
dr,4229,6576
drab,4230,1484
drabet,4231,774
drabsforsøg,4232,633
dracco,4233,219
drachmann,4234,321
drage,4235,1935
drager,4236,337
drages,4237,800
draget,4238,781
dragsdahl,4239,1050
dragsdahls,4240,245
dragsholm,4241,243
dragør,4242,552
drak,4243,1239
dreje,4244,1388
drejede,4245,6074
drejer,4246,10541
drejet,4247,1049
drejning,4248,451
dreng,4249,2017
drenge,4250,1153
drengen,4251,2256
drengene,4252,856
drengens,4253,489
drev,4254,5152
dreven,4255,234
drevet,4256,7135
drevne,4257,2077
dreyer,4258,377
drift,4259,12924
driften,4260,6778
drifts,4261,378
driftsbudget,4262,297
driftsbygninger,4263,291
driftsform,4264,293
driftsinventar,4265,506
driftskapital,4266,264
driftsleder,4267,786
driftsmateriel,4268,584
driftsmidler,4269,1009
driftsmidlerne,4270,268
driftsmæssige,4271,599
driftsmæssigt,4272,233
driftsomkostning,4273,320
driftsomkostninger,4274,683
driftsoverskud,4275,233
driftsregnskab,4276,372
driftsregnskabet,4277,284
driftsresultat,4278,488
driftsresultatet,4279,299
driftsselskabet,4280,281
driftssted,4281,396
driftstab,4282,1054
driftsudgift,4283,370
driftsudgifter,4284,1263
driftsudgifterne,4285,226
driftsunderskud,4286,469
drikke,4287,1649
drikker,4288,223
drikkevand,4289,240
drikkevarer,4290,621
drive,4291,6239
driver,4292,4651
drives,4293,2606
dronning,4294,218
dronninglund,4295,335
drug,4296,213
drukket,4297,1508
dræbe,4298,1106
dræbt,4299,2024
dræbte,4300,508
dræbtes,4301,254
dræn,4302,610
drænet,4303,257
drøfte,4304,1862
drøftede,4305,5962
drøftedes,4306,584
drøftelse,4307,2661
drøftelsen,4308,228
drøftelser,4309,3842
drøftelserne,4310,1530
drøfter,4311,201
drøftes,4312,501
drøftet,4313,9392
ds,4314,2585
dsb,4315,3527
dsv,4316,1341
du,4317,15514
dubai,4318,226
due,4319,1549
dukkede,4320,373
duplik,4321,446
duplikken,4322,384
dupont,4323,431
during,4324,643
dusin,4325,373
dusør,4326,215
dvd,4327,399
dvs,4328,7321
dyb,4329,675
dybdahl,4330,579
dybdal,4331,1201
dybde,4332,1395
dybden,4333,335
dybder,4334,205
dybe,4335,464
dybere,4336,461
dybt,4337,963
dygtig,4338,627
dyhr,4339,208
dyr,4340,4468
dyre,4341,526
dyrehavsbakken,4342,279
dyrene,4343,1675
dyrenes,4344,361
dyrere,4345,1103
dyret,4346,347
dyreværnslovens,4347,281
dyrke,4348,287
dyrkede,4349,223
dyrket,4350,355
dyrkning,4351,347
dyrlæge,4352,2343
dyrlægen,4353,575
dyrlæger,4354,312
dyrplageri,4355,215
dyrt,4356,674
dyrtidstillæg,4357,354
dårlig,4358,3245
dårlige,4359,2120
dårligere,4360,1117
dårligt,4361,3304
dåse,4362,274
dåser,4363,475
dæk,4364,1672
dække,4365,5327
dækkede,4366,2063
dækkende,4367,836
dækkene,4368,240
dækker,4369,5125
dækkes,4370,1955
dækket,4371,7466
dækning,4372,19170
dækningen,4373,595
dækningsafgift,4374,515
dækningsberettiget,4375,352
dækningsbidrag,4376,1292
dækningsbidraget,4377,404
dækningskøb,4378,490
dækningsområde,4379,207
dækslast,4380,269
dækslasten,4381,206
dækslet,4382,220
dæmning,4383,222
dæmningen,4384,344
dér,4385,2248
dét,4386,254
dø,4387,659
død,4388,13773
døde,4389,4325
døden,4390,7099
dødens,4391,210
dødsbo,4392,2159
dødsboer,4393,475
dødsboet,4394,1859
dødsboskattelovens,4395,370
dødsboskatten,4396,257
dødsboskiftelovens,4397,1152
dødsdagen,4398,264
dødsfald,4399,988
dødsfaldet,4400,1894
dødsårsagen,4401,345
døgn,4402,1643
døgnet,4403,828
dømme,4404,3814
dømmende,4405,252
dømmes,4406,4662
dømt,4407,20743
dømte,4408,943
dømtes,4409,2382
dør,4410,2337
døre,4411,1935
døren,4412,4181
dørene,4413,930
dørlukning,4414,439
dørmand,4415,336
døtre,4416,703
døtrene,4417,257
e,4418,86024
each,4419,598
eal,4420,421
east,4421,343
eb,4422,203
ebay,4423,291
ebba,4424,277
ebbe,4425,1617
ebeltoft,4426,459
ebh,4427,295
ecco,4428,620
echr,4429,232
ed,4430,2092
edb,4431,2815
edc,4432,342
edelig,4433,704
eden,4434,205
edith,4435,773
edition,4436,936
editionspålæg,4437,285
edmund,4438,207
edvard,4439,820
een,4440,3210
eet,4441,1663
ef,4442,9148
effect,4443,416
effective,4444,236
effekt,4445,2693
effekten,4446,455
effekter,4447,4260
effekterne,4448,1106
effektiv,4449,2638
effektive,4450,1183
effektivitet,4451,401
effektivitetsgevinster,4452,327
effektivt,4453,1635
effektuere,4454,266
effektueres,4455,255
effektueret,4456,623
effektuering,4457,230
efg,4458,287
efter,4459,695514
efteraaret,4460,1528
efterat,4461,702
efterbetale,4462,273
efterbetaling,4463,1330
efterforskning,4464,2306
efterforskningen,4465,2149
efterforskningsskridt,4466,374
efterfulgt,4467,417
efterfølgende,4468,25704
efterfølger,4469,347
eftergivelse,4470,240
eftergivet,4471,268
efterhaanden,4472,1556
efterhånden,4473,3177
efterkom,4474,552
efterkomme,4475,2813
efterkommere,4476,210
efterkommes,4477,2977
efterkommet,4478,975
efterkrav,4479,235
efterlade,4480,701
efterladenskaber,4481,356
efterlader,4482,637
efterlades,4483,213
efterladt,4484,1020
efterladte,4485,1289
efterleve,4486,337
efterlevelse,4487,203
efterlevende,4488,1127
efterlevet,4489,372
efterligning,4490,1109
efterligninger,4491,429
efterlod,4492,917
efterlyst,4493,222
efterløn,4494,1331
eftermiddag,4495,1764
eftermiddagen,4496,2577
efternavn,4497,487
efterprøve,4498,616
efterprøvelse,4499,335
efterprøves,4500,218
efterregulering,4501,310
efterretning,4502,736
efterretningstjeneste,4503,574
efterse,4504,275
efterset,4505,287
efterskole,4506,440
eftersom,4507,3238
eftersommeren,4508,329
efterspurgte,4509,293
efterspørgsel,4510,534
efterspørgslen,4511,475
efterstillede,4512,231
efterstående,4513,376
eftersyn,4514,1748
eftersøgning,4515,237
eftersøgt,4516,251
efteruddannelse,4517,303
efterår,4518,250
efteråret,4519,7156
eftf,4520,1207
eftm,4521,243
eg,4522,404
egebjerg,4523,227
egedal,4524,208
egede,4525,200
egelund,4526,221
egen,4527,27903
egenart,4528,268
egenkapital,4529,2838
egenkapitalen,4530,1714
egenlig,4531,374
egenlige,4532,207
egenpension,4533,303
egenskab,4534,3675
egenskaber,4535,1465
egentlig,4536,6164
egentlige,4537,3289
egentligt,4538,1631
eget,4539,11064
eggert,4540,485
egholm,4541,282
egmont,4542,297
egne,4543,11348
egnede,4544,2212
egnen,4545,477
egner,4546,249
egnet,4547,7658
egnethed,4548,485
egon,4549,1377
ehlers,4550,381
eigil,4551,857
eik,4552,697
eiler,4553,280
einar,4554,890
einer,4555,220
either,4556,231
eivind,4557,474
ej,4558,17612
ejby,4559,336
eje,4560,1408
ejede,4561,5190
ejedes,4562,792
ejendele,4563,1370
ejendom,4564,51706
ejendomme,4565,18834
ejendommen,4566,95870
ejendommene,4567,5774
ejendommenes,4568,703
ejendommens,4569,16309
ejendommes,4570,528
ejendoms,4571,1898
ejendomsadministration,4572,466
ejendomsaktieselskabet,4573,712
ejendomsavancebeskatningslovens,4574,532
ejendomsdom,4575,262
ejendomsforbehold,4576,2988
ejendomsforbeholdet,4577,805
ejendomshandel,4578,692
ejendomshandlen,4579,257
ejendomshandler,4580,1499
ejendomsinvest,4581,403
ejendomskøb,4582,266
ejendomsmarkedet,4583,210
ejendomsmægler,4584,4639
ejendomsmæglere,4585,520
ejendomsmægleren,4586,1195
ejendomsmæglerens,4587,213
ejendomsmæglerfirmaet,4588,327
ejendomsmæglerforening,4589,240
ejendomsoverdragelse,4590,207
ejendomsret,4591,3167
ejendomsretten,4592,2778
ejendomsselskab,4593,393
ejendomsselskabet,4594,1790
ejendomsskat,4595,425
ejendomsskatter,4596,758
ejendomsskyld,4597,821
ejendomsskylden,4598,226
ejendomsstyrelsen,4599,239
ejendomsvurdering,4600,817
ejendomsvurderingen,4601,406
ejendomsværdi,4602,1126
ejendomsværdien,4603,1019
ejer,4604,22384
ejerandel,4605,451
ejere,4606,5616
ejeren,4607,9653
ejerens,4608,1772
ejeres,4609,254
ejerforeningen,4610,1846
ejerforeningens,4611,599
ejerforhold,4612,367
ejerforholdene,4613,233
ejerforholdet,4614,459
ejerkredsen,4615,226
ejerlejlighed,4616,2051
ejerlejligheden,4617,1023
ejerlejligheder,4618,2801
ejerlejlighederne,4619,399
ejerlejlighedslovens,4620,317
ejerne,4621,3555
ejernes,4622,340
ejerpant,4623,278
ejerpantebrev,4624,2265
ejerpantebreve,4625,687
ejerpantebrevene,4626,232
ejerpantebrevet,4627,1932
ejers,4628,1010
ejerskab,4629,647
ejerskabet,4630,395
ejerskifte,4631,1195
ejerskifteafdrag,4632,499
ejerskifteforsikring,4633,455
ejerskiftelån,4634,218
ejerskiftet,4635,339
ejertid,4636,968
ejes,4637,1813
ejet,4638,3801
ejheller,4639,873
ejler,4640,634
ejnar,4641,1191
ejner,4642,746
ejstrup,4643,370
ejvind,4644,732
ekko,4645,268
eks,4646,20266
eksakt,4647,241
eksamen,4648,547
eksekution,4649,999
eksekutor,4650,1063
eksekutorer,4651,216
eksekutorerne,4652,401
eksempel,4653,4888
eksempelvis,4654,4398
eksemplar,4655,1669
eksemplarer,4656,1840
eksempler,4657,2557
eksigibel,4658,241
eksistens,4659,1628
eksistensen,4660,813
eksistere,4661,386
eksisterede,4662,865
eksisterende,4663,6785
eksisterer,4664,1632
eksisteret,4665,784
ekskl,4666,2383
ekskludere,4667,278
ekskluderet,4668,405
eksklusion,4669,914
eksklusionen,4670,606
eksklusiv,4671,600
eksklusive,4672,1016
eksklusivitet,4673,222
ekspedere,4674,253
ekspederet,4675,382
ekspedient,4676,425
ekspedition,4677,969
ekspeditionen,4678,435
ekspeditioner,4679,365
ekspeditionssekretær,4680,284
ekspeditrice,4681,326
ekspert,4682,372
eksperten,4683,348
eksperter,4684,341
ekspertise,4685,543
eksplicit,4686,440
eksplosion,4687,377
eksplosionen,4688,242
eksplosivstoffer,4689,280
eksponering,4690,297
eksport,4691,1736
eksporten,4692,275
eksportere,4693,276
eksportør,4694,217
ekspres,4695,207
ekspropriation,4696,3201
ekspropriationen,4697,1872
ekspropriationer,4698,250
ekspropriationserstatning,4699,215
ekspropriationskommissionen,4700,497
ekspropriationskommissionens,4701,243
ekspropriationstidspunktet,4702,315
ekspropriativt,4703,237
ekspropriere,4704,428
eksproprierede,4705,1035
eksproprieret,4706,520
ekstern,4707,960
eksterne,4708,1256
eksternt,4709,319
ekstra,4710,5536
ekstraarbejde,4711,332
ekstraarbejder,4712,548
ekstrabladet,4713,200
ekstrakt,4714,1222
ekstrakten,4715,2155
ekstraktens,4716,719
ekstraordinær,4717,2805
ekstraordinære,4718,2655
ekstraordinært,4719,1370
ekstraret,4720,209
ekstrarets,4721,296
ekstraudgifter,4722,270
ekstremt,4723,312
el,4724,5230
electric,4725,316
electronic,4726,217
elektricitet,4727,1118
elektricitetsværk,4728,329
elektricitetsværket,4729,227
elektriker,4730,581
elektrisk,4731,1090
elektriske,4732,1475
elektro,4733,259
elektronik,4734,230
elektronisk,4735,1027
elektroniske,4736,781
element,4737,1399
elementer,4738,2289
elementerne,4739,228
elev,4740,1169
elevator,4741,255
elevatoren,4742,491
eleven,4743,668
elever,4744,1901
eleverne,4745,902
elforbrug,4746,229
eli,4747,308
eliminere,4748,205
elin,4749,216
elisabeth,4750,1624
elise,4751,232
elite,4752,750
elkjær,4753,385
ella,4754,393
elle,4755,223
ellen,4756,1509
eller,4757,373365
ellers,4758,8054
elleve,4759,211
elly,4760,316
elmer,4761,675
elming,4762,418
elmquist,4763,206
elna,4764,361
elsam,4765,448
else,4766,2682
elsebeth,4767,261
em,4768,752
email,4769,423
emanuel,4770,370
emballage,4771,1826
emballagen,4772,736
emballager,4773,278
emballeret,4774,230
embede,4775,377
embedet,4776,381
embeds,4777,210
embedsmand,4778,260
embedsmænd,4779,474
emd,4780,583
emg,4781,442
emil,4782,2407
emilie,4783,407
emissionen,4784,358
emk,4785,219
emma,4786,331
emne,4787,825
emner,4788,1424
emnerne,4789,247
emnet,4790,732
emrk,4791,2176
en,4792,1488647
end,4793,102931
endda,4794,996
ende,4795,3676
endelig,4796,36349
endelige,4797,11427
endeligt,4798,9954
enden,4799,569
ender,4800,723
endes,4801,494
endnu,4802,18317
endog,4803,3044
endossement,4804,250
endosseret,4805,334
endsige,4806,1438
endt,4807,1314
endte,4808,2483
endvidere,4809,95824
ene,4810,17828
eneaktionær,4811,243
eneanpartshaver,4812,441
enedes,4813,1428
eneejer,4814,515
eneforhandler,4815,356
eneforhandling,4816,230
eneindehaver,4817,334
enemærke,4818,521
eneret,4819,2407
eneretten,4820,345
energi,4821,1612
energiministeriet,4822,257
energinet,4823,680
energistyrelsen,4824,438
energitilsynet,4825,263
energy,4826,576
enes,4827,366
eneste,4828,10231
enevoldsen,4829,379
enfamiliehus,4830,211
eng,4831,645
engagement,4832,2202
engagementer,4833,1400
engagementerne,4834,266
engagementet,4835,2125
engagere,4836,226
engagerede,4837,301
engageret,4838,914
engang,4839,3058
engangsbeløb,4840,422
engberg,4841,303
enge,4842,257
engel,4843,323
engelsk,4844,3299
engelske,4845,3141
engholm,4846,655
engineering,4847,288
england,4848,4181
english,4849,277
engros,4850,301
enhed,4851,2119
enheden,4852,214
enheder,4853,1486
enhver,4854,19524
enig,4855,9601
enige,4856,12330
enighed,4857,11954
enigt,4858,270
eniig,4859,311
enke,4860,3842
enkefru,4861,2962
enkel,4862,519
enkelt,4863,11543
enkelte,4864,28794
enkeltes,4865,311
enkeltheder,4866,573
enkeltpersoner,4867,353
enkeltstående,4868,1129
enkeltvis,4869,492
enken,4870,1360
enkens,4871,290
enkepension,4872,563
enker,4873,209
enkes,4874,244
enkle,4875,313
enlig,4876,215
enlige,4877,223
ens,4878,2538
ensartede,4879,979
ensartet,4880,1022
ensbetydende,4881,1150
ensidig,4882,553
ensidige,4883,342
ensidigt,4884,1940
enslydende,4885,1259
enstemmig,4886,241
enstemmighed,4887,302
enstemmigt,4888,500
enten,4889,13205
enterprise,4890,659
entitled,4891,200
entre,4892,212
entreen,4893,265
entreprenør,4894,3129
entreprenøren,4895,1367
entreprenørens,4896,305
entreprenører,4897,787
entreprenørerne,4898,316
entreprenørfirma,4899,229
entreprenørfirmaet,4900,338
entreprenørforretning,4901,287
entreprenørvirksomhed,4902,273
entreprise,4903,2747
entreprisekontrakt,4904,425
entreprisekontrakten,4905,415
entreprisen,4906,1197
entrepriser,4907,514
entreprisesum,4908,345
entreprisesummen,4909,752
entydig,4910,408
entydigt,4911,815
ep,4912,854
epilepsi,4913,590
episode,4914,1155
episoden,4915,2911
episoder,4916,819
epo,4917,519
equipment,4918,233
equity,4919,346
er,4920,1514286
eragtes,4921,393
ere,4922,9240
erfarede,4923,950
erfaren,4924,752
erfaret,4925,865
erfaring,4926,4312
erfaringen,4927,221
erfaringer,4928,1572
erfaringerne,4929,293
erfaringsmæssigt,4930,527
erfarne,4931,303
erholde,4932,1962
erholder,4933,361
erholdt,4934,1659
erhverv,4935,4594
erhverve,4936,3190
erhvervede,4937,4642
erhvervelse,4938,4150
erhvervelsen,4939,2759
erhverver,4940,1255
erhververe,4941,248
erhververen,4942,872
erhverves,4943,736
erhvervet,4944,8506
erhvervs,4945,2801
erhvervsarbejde,4946,225
erhvervsbank,4947,406
erhvervsdrivende,4948,3080
erhvervsejendom,4949,289
erhvervsejendomme,4950,303
erhvervsevne,4951,4956
erhvervsevnen,4952,792
erhvervsevnetab,4953,4886
erhvervsevnetabet,4954,2020
erhvervsevnetabserstatning,4955,1134
erhvervsevnetabserstatningen,4956,253
erhvervsevnetabsprocenten,4957,283
erhvervsformål,4958,228
erhvervshemmeligheder,4959,370
erhvervslejeloven,4960,249
erhvervslejelovens,4961,1107
erhvervslejemål,4962,668
erhvervslivet,4963,213
erhvervslokaler,4964,322
erhvervsmuligheder,4965,211
erhvervsmæssig,4966,4227
erhvervsmæssige,4967,2205
erhvervsmæssigt,4968,2079
erhvervssikring,4969,510
erhvervsskat,4970,282
erhvervsstyrelsen,4971,673
erhvervssygdom,4972,493
erhvervssygdomme,4973,339
erhvervssygdomsudvalget,4974,425
erhvervsuddannelseslovens,4975,397
erhvervsudøvelse,4976,285
erhvervsvirksomhed,4977,2174
erhvervsvirksomheder,4978,420
erhvervsøjemed,4979,248
eric,4980,248
erichsen,4981,765
erik,4982,16868
eriksen,4983,2293
eriksens,4984,275
erindre,4985,1789
erindrede,4986,335
erindrer,4987,3312
erindres,4988,367
erindring,4989,1712
erkende,4990,1419
erkendelse,4991,2075
erkender,4992,2325
erkendes,4993,1236
erkendt,4994,10314
erkendte,4995,3055
erkjende,4996,419
erkjendelse,4997,207
erkjendt,4998,1875
erkjendte,4999,334
